"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"1327",1303,"S08000024","C81","Hodgkin lymphoma","Female"," ","2015-2019",0,1,2,4,5,9,13,3,3,3,7,1,3,5,1,7,3,2,72,0,0.823546851580386,1.87059241661834,3.53138518583915,2.88440460120222,4.60739845805732,7.28262757202799,1.89765323549877,2.08543324875743,1.93968861532095,4.50279494915058,0.699325151229064,2.47866284401775,4.38192892511283,1.0415798683443,9.46700747893591,5.21258665925321,3.36196607776228,3.15509666427405,2.46866882484868,3.97332208211218,3.07673842582665,"2.39809638006001"," ","3.8386536732835"," ",2.60229264527839,"1.97410232005508"," ","3.31593274853597"," ",112.694110508821,88.1762009092643,141.91958138047
"1328",1304,"S08000024","C64-C65","Kidney","All","d","2015-2019",3,1,1,0,0,3,8,13,19,30,49,82,91,120,99,102,84,81,786,1.25666556359356,0.404525835042455,0.453416036418376,0,0,0.793455578389444,2.28865029709542,4.16029288461908,6.58919164490499,9.86248409674439,15.9574814534986,29.2269472453602,38.5108570993284,54.9702244617499,55.0905934202911,77.3758951329045,85.4153320521034,89.3329804129169,17.6923423220637,16.4769336126818,18.9736826979181,20.9436443073795,"19.4802703546346"," ","22.4592629623587"," ",9.77683465729196,"9.04431006896028"," ","10.5374775020147"," ",96.2627003455351,89.6497532151443,103.234376701113
"1329",1305,"S08000024","C64-C65","Kidney","Male"," ","2015-2019",2,0,0,0,0,3,5,10,17,22,33,49,64,83,69,62,49,39,507,1.6299652817395,0,0,0,0,1.64154195507647,2.9232244334791,6.4771873461668,11.765031557967,14.7138490760372,21.7668049628315,35.6187485461735,55.5247084952804,79.6583329334421,82.4412158287134,107.112623740995,120.127482226036,125.06814610525,23.4659429097214,21.4675336401855,25.6003132932885,28.6949516920962,"26.2093210225564"," ","31.2915757028422"," ",13.5494339484775,"12.3242692741317"," ","14.8318229243113"," ",100.18614143066,91.6540779851663,109.298680992191
"1330",1306,"S08000024","C64-C65","Kidney","Female"," ","2015-2019",1,1,1,0,0,0,3,3,2,8,16,33,27,37,30,40,35,42,279,0.861883214824391,0.823546851580386,0.935296208309171,0,0,0,1.68060636277569,1.89765323549877,1.39028883250495,5.17250297418921,10.2921027409156,23.0777299905591,22.3079655961597,32.426274045835,31.2473960503291,54.0971855939195,60.8135110246208,70.6012876330078,12.2259995740619,10.8333461881957,13.7480318103083,13.1923369226627,"11.6833791005558"," ","14.7916105224761"," ",6.00423536610641,"5.22065870385647"," ","6.8418002294139"," ",89.8673385085566,79.6306251425387,101.055052475591
"1331",1307,"S08000024","C91-C95","Leukaemias","All","d","2015-2019",17,10,7,5,8,10,8,12,18,14,24,33,42,62,65,78,55,56,524,7.12110486036351,4.04525835042455,3.17391225492863,2.18935273975602,2.40732549147054,2.64485192796481,2.28865029709542,3.84027035503299,6.24239208464684,4.60249257848072,7.81590928334625,11.7620641353279,17.7742417381516,28.4012826385708,36.1705916395851,59.1698021604564,55.9267055103058,61.761072878066,11.7948948813758,10.8064850744898,12.8494111008348,13.9353095913916,"12.7414735083261"," ","15.1818419990097"," ",7.61325233491721,"6.84469249326311"," ","8.42211646455561"," ",98.4154002261298,90.1682095804793,107.214176037764
"1332",1308,"S08000024","C91-C95","Leukaemias","Male"," ","2015-2019",13,5,3,3,4,6,3,4,10,3,17,27,25,44,47,44,40,27,325,10.5947743313067,3.97528959984735,2.6401478482795,2.60624804531397,2.51615054128689,3.28308391015294,1.75393466008746,2.59087493846672,6.92060679880412,2.00643396491416,11.2132025566102,19.6266573621773,21.6893392559689,42.2285138442344,56.1556107818773,76.015410396835,98.0632507967639,86.5856396113267,15.0422710959752,13.4511562550376,16.7698410647527,18.5112077206889,"16.5080915778795"," ","20.6273684303445"," ",9.68799346754622,"8.47734179873883"," ","10.9782726614291"," ",103.780625203968,92.8031011379378,115.699589454739
"1333",1309,"S08000024","C91-C95","Leukaemias","Female"," ","2015-2019",4,5,4,2,4,4,5,8,8,11,7,6,17,18,18,34,15,29,199,3.44753285929757,4.11773425790193,3.74118483323669,1.76569259291957,2.30752368096178,2.04773264802547,2.80101060462615,5.06040862799671,5.56115533001981,7.11219158951016,4.50279494915058,4.19595090737438,14.0457561161006,15.7749441304062,18.7484376301975,45.9826077548316,26.062933296266,48.748508127553,8.72033661375745,7.55077266620492,10.0197430604539,9.35941146209426,"8.09629814097503"," ","10.7127441362312"," ",5.53851120228819,"4.61873334517966"," ","6.54056813793975"," ",90.7530309534886,78.5813135261055,104.27602653283
"1334",1310,"S08000024","C91.0","Acute lymphoblastic leukaemia","All","d","2015-2019",17,8,5,4,2,3,2,0,3,1,3,0,1,5,2,1,0,4,61,7.12110486036351,3.23620668033964,2.26708018209188,1.75148219180481,0.601831372867636,0.793455578389444,0.572162574273854,0,1.04039868077447,0.32874946989148,0.976988660418281,0,0.423196231860752,2.29042601923958,1.112941281218,0.758587207185338,0,4.41150520557614,1.37306982397695,1.0502896178135,1.7637656308206,1.41688857217878,"1.07625252692182"," ","1.80364160915985"," ",1.95227034849235,"1.44686903410396"," ","2.53221142491711"," ",113.779234840966,87.0320991616496,146.1541870699
"1335",1311,"S08000024","C91.0","Acute lymphoblastic leukaemia","Male"," ","2015-2019",13,3,3,3,2,2,0,0,1,0,2,0,0,5,2,1,0,2,39,10.5947743313067,2.38517375990841,2.6401478482795,2.60624804531397,1.25807527064344,1.09436130338431,0,0,0.692060679880412,0,1.31920030077767,0,0,4.79869475502663,2.38960045880329,1.72762296356443,0,6.4137510823205,1.80507253151703,1.28358302683062,2.46759357291581,1.85735315057867,"1.30494803253032"," ","2.50572983908428"," ",2.5188423447991,"1.72091868757043"," ","3.46635199851511"," ",130.518480367203,92.8113985238417,178.423059282928
"1336",1312,"S08000024","C91.0","Acute lymphoblastic leukaemia","Female"," ","2015-2019",4,5,2,1,0,1,2,0,2,1,1,0,1,0,0,0,0,2,22,3.44753285929757,4.11773425790193,1.87059241661834,0.882846296459786,0,0.511933162006368,1.12040424185046,0,1.39028883250495,0.646562871773651,0.643256421307226,0,0.826220948005916,0,0,0,0,3.36196607776228,0.964057314083738,0.6041695861052,1.45959435917468,0.976423993778899,".609987499839453"," ","1.42766990843911"," ",1.3856983521856,".81740386371864"," ","2.10153052669073"," ",92.7027407410513,58.0963140739927,140.353063546094
"1337",1313,"S08000024","C92.0","Acute myeloid leukaemia","All","d","2015-2019",0,1,2,1,4,4,2,6,3,2,5,4,12,12,11,20,17,11,117,0,0.404525835042455,0.906832072836752,0.437870547951204,1.20366274573527,1.05794077118593,0.572162574273854,1.9201351775165,1.04039868077447,0.65749893978296,1.62831443403047,1.42570474367611,5.07835478232902,5.49702244617499,6.12117704669902,15.1717441437068,17.28643624864,12.1316393153344,2.63359294107054,2.17805311617476,3.15629201824734,3.02610305491024,"2.49194671136864"," ","3.611355703591"," ",1.53641066813579,"1.23031609129177"," ","1.87599744904171"," ",93.0823712084753,76.9816570776282,111.556778841236
"1338",1314,"S08000024","C92.0","Acute myeloid leukaemia","Male"," ","2015-2019",0,1,0,0,2,3,1,2,1,0,2,3,5,7,9,13,7,3,59,0,0.79505791996947,0,0,1.25807527064344,1.64154195507647,0.584644886695821,1.29543746923336,0.692060679880412,0,1.31920030077767,2.18073970690858,4.33786785119378,6.71817265703729,10.7532020646148,22.4590985263376,17.1610688894337,9.62062662348074,2.73075075280781,2.07877399606463,3.52246951336985,3.36677603905216,"2.54613554526811"," ","4.30029489571858"," ",1.56761675339746,"1.15847026304923"," ","2.03768358215025"," ",87.2480306161113,66.4172433409149,112.54360275496
"1339",1315,"S08000024","C92.0","Acute myeloid leukaemia","Female"," ","2015-2019",0,0,2,1,2,1,1,4,2,2,3,1,7,5,2,7,10,8,58,0,0,1.87059241661834,0.882846296459786,1.15376184048089,0.511933162006368,0.56020212092523,2.53020431399836,1.39028883250495,1.2931257435473,1.92976926392168,0.699325151229064,5.78354663604141,4.38192892511283,2.08315973668861,9.46700747893591,17.3752888641774,13.4478643110491,2.54160564622076,1.92994772531771,3.28561467613785,2.68543007076832,"2.03556126450089"," ","3.42394946987502"," ",1.50520458287411,"1.06978577686993"," ","2.01380572759598"," ",99.8763271638423,75.8402825826121,129.113313395497
"1340",1316,"S08000024","C91.1","Chronic lymphocytic leukaemia","All","d","2015-2019",0,0,0,0,0,0,0,0,5,0,9,12,16,23,24,35,18,17,159,0,0,0,0,0,0,0,0,1.73399780129079,0,2.93096598125484,4.27711423102833,6.77113970977202,10.5359596885021,13.355295374616,26.5505522514868,18.3032854397364,18.7488971236986,3.57898527889074,3.04430149985728,4.18054630041082,4.47192809741768,"3.79192554592505"," ","5.20718493712148"," ",1.78147090104459,"1.49672366190259"," ","2.09064733397454"," ",90.5643629286548,77.034467708896,105.786552021749
"1341",1506,"GR0800001","ICD-10 C40-C41, C47+C49","Bone and connective tissue","All","d","2015-2019",0,0,0,0,2,0,0,0,0,0,1,1,1,3,1,1,1,0,11,0,0,0,0,11.4962349830431,0,0,0,0,0,3.53669319186561,3.70466417219279,3.96841144489861,12.2269318552331,4.84355323065,6.28298567479266,9.3179276928811,0,3.05691418408181,1.52600054669765,5.46966388208703,2.78556602128167," ","z"," ","z",1.91280805706611," ","z"," ","z",75.7693934460333,37.8238082127666,135.572374539487
"1342",1317,"S08000024","C91.1","Chronic lymphocytic leukaemia","Male"," ","2015-2019",0,0,0,0,0,0,0,0,3,0,6,11,12,14,19,17,15,10,107,0,0,0,0,0,0,0,0,2.07618203964124,0,3.95760090233301,7.99604559199814,10.4108828428651,13.4363453140746,22.7012043586312,29.3695903805953,36.7737190487865,32.0687554116025,4.9523784839057,4.05859368173868,5.98444246312348,6.36786670779707,"5.19800740261223"," ","7.65468509413049"," ",2.55375082759241,"2.06898461854729"," ","3.08877563382022"," ",92.7364679553676,75.9997734691683,112.062528846646
"1343",1318,"S08000024","C91.1","Chronic lymphocytic leukaemia","Female"," ","2015-2019",0,0,0,0,0,0,0,0,2,0,3,1,4,9,5,18,3,7,52,0,0,0,0,0,0,0,0,1.39028883250495,0,1.92976926392168,0.699325151229064,3.30488379202366,7.8874720652031,5.20789934172152,24.3437335172638,5.21258665925321,11.766881272168,2.27868092419793,1.70182790527266,2.98818686852593,2.57598948703829,"1.92162585503242"," ","3.32476226893226"," ",1.00919097449676,".727927281468369"," ","1.33568651649763"," ",86.4002206915251,64.5278174022147,113.302394453947
"1344",1319,"S08000024","C92.1-C92.2","Chronic myeloid leukaemia","All","d","2015-2019",0,0,0,0,2,1,3,3,4,7,5,7,4,6,7,5,2,5,61,0,0,0,0,0.601831372867636,0.264485192796481,0.858243861410781,0.960067588758249,1.38719824103263,2.30124628924036,1.62831443403047,2.49498330143319,1.69278492744301,2.74851122308749,3.89529448426301,3.79293603592669,2.03369838219294,5.51438150697018,1.37306982397695,1.0502896178135,1.7637656308206,1.52168012696028,"1.15691168419606"," ","1.93566818599254"," ",0.888982920091274,".668728584949945"," ","1.14010948693273"," ",115.642456112454,88.4573157988231,148.547572740371
"1345",1320,"S08000024","C92.1-C92.2","Chronic myeloid leukaemia","Male"," ","2015-2019",0,0,0,0,0,1,2,1,3,1,5,6,3,4,3,2,2,2,35,0,0,0,0,0,0.547180651692156,1.16928977339164,0.64771873461668,2.07618203964124,0.668811321638053,3.29800075194417,4.36147941381717,2.60272071071627,3.83895580402131,3.58440068820493,3.45524592712886,4.9031625398382,6.4137510823205,1.61993688725887,1.12834539657998,2.25294006368125,1.8414259694482,"1.26951069508038"," ","2.51801965295696"," ",1.03895632213799,".712834765372646"," ","1.42554009257172"," ",121.85621771223,84.877320457158,169.472500473209
"1346",1321,"S08000024","C92.1-C92.2","Chronic myeloid leukaemia","Female"," ","2015-2019",0,0,0,0,2,0,1,2,1,6,0,1,1,2,4,3,0,3,26,0,0,0,0,1.15376184048089,0,0.56020212092523,1.26510215699918,0.695144416252476,3.87937723064191,0,0.699325151229064,0.826220948005916,1.75277157004513,4.16631947337722,4.05728891954396,0,5.04294911664341,1.13934046209896,0.744255016629828,1.6693977570385,1.20193428447236,".782475795003274"," ","1.70997838362336"," ",0.739009518044553,".463284042726251"," ","1.07807818988852"," ",108.214216429989,70.6891189489677,158.558899817437
"1347",1322,"S08000024","C22","Liver and intrahepatic bile ducts","All","d","2015-2019",1,0,0,0,1,2,2,2,2,13,14,42,50,59,76,69,62,57,452,0.418888521197854,0,0,0,0.300915686433818,0.528970385592963,0.572162574273854,0.640045059172166,0.693599120516315,4.27374310858924,4.55928041528531,14.9698998085991,21.1598115930376,27.027027027027,42.2917686862841,52.3425172957883,63.044649847981,62.86394917946,10.1742223022554,9.25776979897641,11.1568541279788,12.3217305474967,"11.1937143779914"," ","13.5031205077386"," ",5.11237562084057,"4.61115108182727"," ","5.6390878413087"," ",99.0024391696925,90.0847027066627,108.564147638635
"1348",1323,"S08000024","C22","Liver and intrahepatic bile ducts","Male"," ","2015-2019",1,0,0,0,1,0,2,2,1,10,10,34,45,41,50,41,37,29,304,0.814982640869749,0,0,0,0.629037635321721,0,1.16928977339164,1.29543746923336,0.692060679880412,6.68811321638053,6.59600150388834,24.7150500116306,39.040810660744,39.3492969912184,59.7400114700822,70.8325415061417,90.7085069870066,92.9993906936472,14.0703089636199,12.5329261466132,15.7442308868638,17.6141967679982,"15.6618513651772"," ","19.6795591389101"," ",7.62099354075555,"6.73521347058063"," ","8.56070176657054"," ",98.6881960325875,87.9050968686544,110.428971258737
"1349",1324,"S08000024","C22","Liver and intrahepatic bile ducts","Female"," ","2015-2019",0,0,0,0,0,2,0,0,1,3,4,8,5,18,26,28,25,28,148,0,0,0,0,0,1.02386632401274,0,0,0.695144416252476,1.93968861532095,2.5730256852289,5.59460120983251,4.13110474002958,15.7749441304062,27.0810765769519,37.8680299157436,43.4382221604434,47.0675250886719,6.48547647656333,5.48271737582654,7.61855212203406,7.02926432699522,"5.93631480917268"," ","8.21319994344311"," ",2.60375770092559,"2.15251214494325"," ","3.09730522724032"," ",99.6542299260637,84.2460812192736,117.064790477075
"1350",1325,"S08000024","C33-C34","Trachea, bronchus and lung","All","d","2015-2019",0,1,1,0,2,2,4,9,31,49,123,238,371,578,730,657,483,434,3713,0,0.404525835042455,0.453416036418376,0,0.601831372867636,0.528970385592963,1.14432514854771,2.88020276627475,10.7507863680029,16.1087240246825,40.0565350771495,84.8294322487285,157.005802020339,264.773247824095,406.223567644571,498.391795120767,491.138159299594,478.648314805011,83.5771845315806,80.9102945314209,86.3095846175845,100.131581590303,"96.8811717519066"," ","103.434873850947"," ",39.8392529066759,"38.4664859935678"," ","41.235751868877"," ",96.352043625645,93.2775167307711,99.5020938907371
"1351",1326,"S08000024","C33-C34","Trachea, bronchus and lung","Male"," ","2015-2019",0,1,0,0,1,1,0,8,16,24,60,118,196,272,347,307,231,183,1765,0,0.79505791996947,0,0,0.629037635321721,0.547180651692156,0,5.18174987693344,11.0729708780866,16.0514717193133,39.5760090233301,85.7757618050709,170.044419766796,261.048994673449,414.59567960237,530.380249814281,566.315273351312,586.858224032325,81.6911030289117,77.9240272790464,85.5932145363098,106.072591892078,"101.100865906519"," ","111.161973424247"," ",41.5166359347711,"39.4979465634571"," ","43.5849290017025"," ",94.0862574668994,89.7475957796688,98.5804441572134
"1352",1327,"S08000024","C33-C34","Trachea, bronchus and lung","Female"," ","2015-2019",0,0,1,0,1,1,4,1,15,25,63,120,175,306,383,350,252,251,1948,0,0,0.935296208309171,0,0.576880920240444,0.511933162006368,2.24080848370092,0.632551078499589,10.4271662437871,16.1640717943413,40.5251545423552,83.9190181474877,144.588665901035,268.174050216905,398.925089575869,473.350373946795,437.85727937727,421.926742759166,85.3628930834146,81.6138382312924,89.2397485321195,94.1905712885278,"90.0364656050674"," ","98.4370469746931"," ",38.1618698785806,"36.3155986514723"," ","40.0532752818542"," ",98.5013112405548,94.1752299011379,102.974863288684
"1353",1332,"S08000024","C61","Prostate","Male"," ","2015-2019",0,0,0,0,0,0,0,0,3,26,97,229,362,604,562,390,233,168,2674,0,0,0,0,0,0,0,0,2.07618203964124,17.3890943625894,63.9812145877169,166.463130960689,314.06163242643,579.682326407217,671.477728923724,673.772955790128,571.21843589115,538.755090914922,123.763178186578,119.116240035258,128.544950860334,155.973668080239,"150.032725894663"," ","162.028349289024"," ",66.6955894116271,"64.0928695411981"," ","69.3493855473091"," ",99.5992083308646,95.8595551657189,103.447370439358
"1354",1333,"S08000024","C62","Testis","Male"," ","2015-2019",0,0,1,2,14,32,35,29,23,16,18,5,4,2,3,3,1,3,191,0,0,0.880049282759835,1.73749869687598,8.8065268945041,17.509780854149,20.4625710343537,18.7838433038837,15.9173956372495,10.7009811462088,11.872802706999,3.63456617818097,3.47029428095503,1.91947790201065,3.58440068820493,5.1828688906933,2.4515812699191,9.62062662348074,8.84022701332699,7.63092025350586,10.1867397477793,8.3373842462878,"7.17041852607071"," ","9.5910399530136"," ",7.41206803827496,"6.3751116719582"," ","8.52601686392737"," ",102.236287730143,88.2507833234467,117.808564680071
"1355",1334,"S08000024","C90","Multiple myeloma and malignant plasma cell neoplasms","All","d","2015-2019",0,0,0,0,0,0,2,2,4,9,9,35,29,51,56,57,62,45,361,0,0,0,0,0,0,0.572162574273854,0.640045059172166,1.38719824103263,2.95874522902332,2.93096598125484,12.4749165071659,12.2726907239618,23.3623453962437,31.1623558741041,43.2394708095643,63.044649847981,49.6294335627316,8.12587223697835,7.30915891599676,9.0088864530242,9.84879265673749,"8.84024445233872"," ","10.9110334483556"," ",3.87441534532194,"3.45262098104985"," ","4.320166432941"," ",104.879303302661,94.3381181099189,116.27622329899
"1356",1335,"S08000024","C90","Multiple myeloma and malignant plasma cell neoplasms","Male"," ","2015-2019",0,0,0,0,0,0,1,1,2,4,9,23,22,31,34,30,34,23,214,0,0,0,0,0,0,0.584644886695821,0.64771873461668,1.38412135976082,2.67524528655221,5.93640135349951,16.7190044196325,19.0866185452526,29.7519074811651,40.6232077996559,51.828688906933,83.3537631772493,73.7581374466857,9.90475696781139,8.62208061774304,11.3244618935706,12.6798907171911,"11.0091394563029"," ","14.4669477191451"," ",5.05541657494499,"4.36474967941592"," ","5.79606996974018"," ",108.66728816697,94.5947610963101,124.243186170416
"1357",1336,"S08000024","C90","Multiple myeloma and malignant plasma cell neoplasms","Female"," ","2015-2019",0,0,0,0,0,0,1,1,2,5,0,12,7,20,22,27,28,22,147,0,0,0,0,0,0,0.56020212092523,0.632551078499589,1.39028883250495,3.23281435886826,0,8.39190181474877,5.78354663604141,17.5277157004513,22.9147571035747,36.5156002758956,48.6508088196966,36.981626855385,6.44165568955952,5.44243446933714,7.57120512741542,7.01769459628388,"5.9243874868625"," ","8.20221340044022"," ",2.69341411569889,"2.22544612176476"," ","3.20537421096364"," ",99.8140904738888,84.3310590786596,117.316570460146
"1358",1367,"S08000030","C40-C41","Bone and articular cartilage","All","d","2015-2019",0,1,3,1,0,1,1,0,1,0,0,3,1,3,1,0,1,0,17,0,0.915390459800628,2.83441355983447,0.861794082921827,0,0.714403080506083,0.773838082119697,0,0.873743993010048,0,0,2.05189937485466,0.769171602184447,2.35632319328919,0.924368194339169,0,1.62625424858922,0,0.81724875609932,0.476077516987107,1.30849442664743,0.824244371527548," ","z"," ","z",0.799447610372416," ","z"," ","z",90.4544661350929,52.6930598750962,144.826362744264
"1359",1337,"S08000024","C82-C86","Non-Hodgkin lymphoma","All","d","2015-2019",1,0,1,4,5,6,12,16,23,27,48,65,96,100,109,117,98,74,802,0.418888521197854,0,0.453416036418376,1.75148219180481,1.50457843216909,1.58691115677889,3.43297544564312,5.12036047337733,7.97638988593762,8.87623568706995,15.6318185666925,23.1677020847368,40.6268382586321,45.8085203847916,60.6552998263812,88.7547032406845,99.6512207274539,81.6128463031586,18.0524917840904,16.8245562001416,19.3463512291202,21.0163944204161,"19.5645066066982"," ","22.5195108189542"," ",9.82385024806467,"9.0906816420813"," ","10.5850474425454"," ",104.214534353501,97.1258323267759,111.683805698164
